household_id,census_division,census_region,driver_count,household_income,household_size,household_workers,home_type,household_location,number_adults_household,vehicles_per_household,travel_date,travel_day,urban,vehicle_type,hybrid,make,vehicle_age,vehicle_commercial,vehicle_delivery,vehicle_rideshare,fuel_type,vehicle_year
9000116961,East North Central,Midwest,2,"$150,000 to $174,999",5,2,One-family detached,Urban,2,2,202208,Saturday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Nissan/Datsun,12,No,,,Gas,2010
9000116983,West North Central,Midwest,2,"$50,000 to $74,999",2,0,One-family detached,Rural,2,2,202208,Wednesday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Chevrolet,2,No,,,Gas,2020
9000116983,West North Central,Midwest,2,"$50,000 to $74,999",2,0,One-family detached,Rural,2,2,202208,Wednesday,Not in an urban area,Pickup Truck,No,Ford,5,No,,,Gas,2017
9000116996,South Atlantic,South,2,"$35,000 to $49,999",2,1,One-family detached,Urban,2,2,202208,Saturday,In an urban area,Van (Minivan/Cargo/Passenger),No,Ford,17,Yes,No,No,Gas,2005
9000116996,South Atlantic,South,2,"$35,000 to $49,999",2,1,One-family detached,Urban,2,2,202208,Saturday,In an urban area,Automobile/car/stationwagon,No,Nissan/Datsun,5,No,,,Gas,2017
9000117020,South Atlantic,South,1,"$25,000 to $34,999",1,1,One-family detached,Urban,1,1,202209,Thursday,In an urban area,Automobile/car/stationwagon,Yes,KIA,4,No,,,"Hybrid, gas/electric, non plug-in",2018
9000117023,South Atlantic,South,1,"$50,000 to $74,999",1,1,Building with 2 or more apartments,Urban,1,2,202208,Wednesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,23,No,,,Gas,1999
9000117023,South Atlantic,South,1,"$50,000 to $74,999",1,1,Building with 2 or more apartments,Urban,1,2,202208,Wednesday,In an urban area,Motorcycle/Moped,No,Suppressed for confidential reason,23,No,,,Gas,1999
9000117025,Pacific,West,3,"$125,000 to $149,999",3,3,One-family detached,Urban,2,3,202208,Monday,In an urban area,Automobile/car/stationwagon,No,Acura,6,No,,,Gas,2016
9000117025,Pacific,West,3,"$125,000 to $149,999",3,3,One-family detached,Urban,2,3,202208,Monday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Jeep,18,No,,,Gas,2004
9000117025,Pacific,West,3,"$125,000 to $149,999",3,3,One-family detached,Urban,2,3,202208,Monday,In an urban area,Automobile/car/stationwagon,No,Volkswagen,6,No,,,Gas,2016
9000117031,West South Central,South,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,2,202208,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,6,No,,,Gas,2016
9000117031,West South Central,South,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,2,202208,Sunday,In an urban area,Automobile/car/stationwagon,No,Toyota,1,No,,,Gas,2022
9000117035,South Atlantic,South,1,"$50,000 to $74,999",2,1,One-family detached,Urban,2,1,202208,Thursday,In an urban area,Automobile/car/stationwagon,No,Honda,4,No,,,Gas,2018
9000117040,South Atlantic,South,2,"$100,000 to $124,999",2,2,One-family detached,Urban,2,2,202208,Friday,In an urban area,Automobile/car/stationwagon,Yes,"Other domestic manufacturers (e.g., Tesla)",1,Yes,Yes,No,Electric only,2022
9000117040,South Atlantic,South,2,"$100,000 to $124,999",2,2,One-family detached,Urban,2,2,202208,Friday,In an urban area,Automobile/car/stationwagon,Yes,"Other domestic manufacturers (e.g., Tesla)",1,No,,,Electric only,2022
9000117061,South Atlantic,South,3,"$150,000 to $174,999",3,3,One-family detached,Urban,3,4,202209,Friday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,8,No,,,Gas,2014
9000117061,South Atlantic,South,3,"$150,000 to $174,999",3,3,One-family detached,Urban,3,4,202209,Friday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,16,No,,,Gas,2006
9000117061,South Atlantic,South,3,"$150,000 to $174,999",3,3,One-family detached,Urban,3,4,202209,Friday,In an urban area,Pickup Truck,No,Ford,14,No,,,Gas,2008
9000117061,South Atlantic,South,3,"$150,000 to $174,999",3,3,One-family detached,Urban,3,4,202209,Friday,In an urban area,Automobile/car/stationwagon,No,Ford,11,No,,,Gas,2011
9000117074,Pacific,West,2,"$125,000 to $149,999",3,2,One-family detached,Urban,2,1,202208,Friday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Toyota,17,Yes,No,No,Gas,2005
9000117080,New England,Northeast,1,"$75,000 to $99,999",1,1,Building with 2 or more apartments,Urban,1,1,202208,Monday,In an urban area,Automobile/car/stationwagon,No,KIA,2,No,,,Gas,2020
9000117097,South Atlantic,South,2,"$75,000 to $99,999",4,2,One-family detached,Urban,2,2,202208,Tuesday,In an urban area,Van (Minivan/Cargo/Passenger),No,Honda,4,No,,,,2018
9000117097,South Atlantic,South,2,"$75,000 to $99,999",4,2,One-family detached,Urban,2,2,202208,Tuesday,In an urban area,Pickup Truck,No,Toyota,1,No,,,,2021
9000117113,Pacific,West,2,"$175,000 or more",3,2,One-family detached,Urban,2,2,202209,Friday,In an urban area,Automobile/car/stationwagon,No,Ford,6,No,,,Gas,2016
9000117113,Pacific,West,2,"$175,000 or more",3,2,One-family detached,Urban,2,2,202209,Friday,In an urban area,Automobile/car/stationwagon,No,Subaru,14,No,,,Gas,2008
9000117130,East North Central,Midwest,2,"$100,000 to $124,999",3,2,One-family detached,Urban,2,2,202208,Saturday,In an urban cluster,Automobile/car/stationwagon,No,Dodge,8,No,,,Gas,2014
9000117130,East North Central,Midwest,2,"$100,000 to $124,999",3,2,One-family detached,Urban,2,2,202208,Saturday,In an urban cluster,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Subaru,7,No,,,Gas,2015
9000117148,Pacific,West,2,"$175,000 or more",4,2,"Townhome, Condo",Urban,2,2,202208,Saturday,In an urban area,Automobile/car/stationwagon,No,Toyota,3,No,,,Gas,2019
9000117148,Pacific,West,2,"$175,000 or more",4,2,"Townhome, Condo",Urban,2,2,202208,Saturday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",Yes,Honda,1,No,,,"Hybrid, gas/electric, non plug-in",2021
9000117149,South Atlantic,South,2,"$35,000 to $49,999",4,1,"Townhome, Condo",Rural,2,2,202208,Friday,Not in an urban area,Automobile/car/stationwagon,No,Ford,13,No,,,Gas,2009
9000117149,South Atlantic,South,2,"$35,000 to $49,999",4,1,"Townhome, Condo",Rural,2,2,202208,Friday,Not in an urban area,Pickup Truck,No,Chevrolet,22,No,,,Gas,2000
9000117150,South Atlantic,South,2,"$175,000 or more",2,1,One-family detached,Urban,2,4,202209,Tuesday,In an urban area,Automobile/car/stationwagon,No,Mercedes-Benz,1,No,,,Gas,2021
9000117150,South Atlantic,South,2,"$175,000 or more",2,1,One-family detached,Urban,2,4,202209,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Lincoln,2,No,,,Gas,2020
9000117150,South Atlantic,South,2,"$175,000 or more",2,1,One-family detached,Urban,2,4,202209,Tuesday,In an urban area,Automobile/car/stationwagon,No,Mercedes-Benz,9,No,,,Gas,2013
9000117150,South Atlantic,South,2,"$175,000 or more",2,1,One-family detached,Urban,2,4,202209,Tuesday,In an urban area,Automobile/car/stationwagon,No,Other make,3,No,,,Gas,2019
9000117157,South Atlantic,South,1,"$35,000 to $49,999",1,1,Building with 2 or more apartments,Urban,1,1,202208,Saturday,In an urban area,Automobile/car/stationwagon,No,Chevrolet,7,No,,,Gas,2015
9000117159,West South Central,South,1,"$15,000 to $24,999",2,0,Building with 2 or more apartments,Urban,2,1,202208,Wednesday,In an urban area,Automobile/car/stationwagon,No,KIA,10,No,,,Gas,2012
9000117164,West South Central,South,1,"$15,000 to $24,999",1,1,One-family detached,Rural,1,1,202209,Wednesday,Not in an urban area,Van (Minivan/Cargo/Passenger),No,Toyota,18,No,,,Gas,2004
9000117167,South Atlantic,South,2,"$150,000 to $174,999",2,0,One-family detached,Rural,2,3,202208,Wednesday,Not in an urban area,Automobile/car/stationwagon,No,Hyundai,2,No,,,Gas,2020
9000117167,South Atlantic,South,2,"$150,000 to $174,999",2,0,One-family detached,Rural,2,3,202208,Wednesday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Hyundai,3,No,,,Gas,2019
9000117167,South Atlantic,South,2,"$150,000 to $174,999",2,0,One-family detached,Rural,2,3,202208,Wednesday,Not in an urban area,Van (Minivan/Cargo/Passenger),No,Dodge,21,No,,,Gas,2001
9000117173,Middle Atlantic,Northeast,3,"$100,000 to $124,999",3,1,One-family detached,Rural,3,4,202208,Monday,Not in an urban area,Pickup Truck,No,Chevrolet,1,No,,,Diesel,2021
9000117173,Middle Atlantic,Northeast,3,"$100,000 to $124,999",3,1,One-family detached,Rural,3,4,202208,Monday,Not in an urban area,Automobile/car/stationwagon,No,Ford,7,No,,,Gas,2015
9000117173,Middle Atlantic,Northeast,3,"$100,000 to $124,999",3,1,One-family detached,Rural,3,4,202208,Monday,Not in an urban area,Automobile/car/stationwagon,No,Ford,7,No,,,Gas,2015
9000117173,Middle Atlantic,Northeast,3,"$100,000 to $124,999",3,1,One-family detached,Rural,3,4,202208,Monday,Not in an urban area,Automobile/car/stationwagon,No,Ford,22,No,,,Gas,2000
9000117188,South Atlantic,South,1,"Less than $10,000",1,0,"Townhome, Condo",Rural,1,2,202209,Tuesday,Not in an urban area,Automobile/car/stationwagon,No,Honda,7,No,,,Gas,2015
9000117188,South Atlantic,South,1,"Less than $10,000",1,0,"Townhome, Condo",Rural,1,2,202209,Tuesday,Not in an urban area,Pickup Truck,No,Chevrolet,24,No,,,Gas,1998
9000117194,East North Central,Midwest,2,"$125,000 to $149,999",2,2,Building with 2 or more apartments,Urban,2,2,202210,Monday,In an urban area,Pickup Truck,No,Ford,9,Yes,,,Gas,2013
9000117194,East North Central,Midwest,2,"$125,000 to $149,999",2,2,Building with 2 or more apartments,Urban,2,2,202210,Monday,In an urban area,Automobile/car/stationwagon,No,Volkswagen,1,Yes,,,Gas,2022
9000117208,South Atlantic,South,2,"$75,000 to $99,999",5,1,One-family detached,Urban,2,2,202208,Monday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,12,No,,,Gas,2010
9000117208,South Atlantic,South,2,"$75,000 to $99,999",5,1,One-family detached,Urban,2,2,202208,Monday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Nissan/Datsun,16,No,,,Gas,2006
9000117224,East North Central,Midwest,2,"$25,000 to $34,999",3,3,One-family detached,Urban,1,2,202209,Saturday,In an urban area,Automobile/car/stationwagon,Yes,KIA,1,Yes,,,Electric only,2023
9000117224,East North Central,Midwest,2,"$25,000 to $34,999",3,3,One-family detached,Urban,1,2,202209,Saturday,In an urban area,Van (Minivan/Cargo/Passenger),No,Chrysler,10,Yes,,,Gas,2012
9000117244,Middle Atlantic,Northeast,2,"$75,000 to $99,999",2,1,One-family detached,Urban,2,5,202209,Monday,In an urban area,Automobile/car/stationwagon,No,Chrysler,17,No,,,Gas,2005
9000117244,Middle Atlantic,Northeast,2,"$75,000 to $99,999",2,1,One-family detached,Urban,2,5,202209,Monday,In an urban area,Automobile/car/stationwagon,No,Chrysler,14,No,,,Gas,2008
9000117244,Middle Atlantic,Northeast,2,"$75,000 to $99,999",2,1,One-family detached,Urban,2,5,202209,Monday,In an urban area,Automobile/car/stationwagon,No,Buick/Opel,12,No,,,Gas,2010
9000117244,Middle Atlantic,Northeast,2,"$75,000 to $99,999",2,1,One-family detached,Urban,2,5,202209,Monday,In an urban area,Pickup Truck,No,Ford,10,No,,,Gas,2012
9000117244,Middle Atlantic,Northeast,2,"$75,000 to $99,999",2,1,One-family detached,Urban,2,5,202209,Monday,In an urban area,Automobile/car/stationwagon,No,Suppressed for confidential reason,40,No,,,Gas,1982
9000117252,South Atlantic,South,2,"$25,000 to $34,999",3,1,Mobile home,Rural,2,1,202209,Monday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Jeep,6,No,,,Gas,2016
9000117266,East South Central,South,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,2,202208,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Honda,10,No,,,Gas,2012
9000117266,East South Central,South,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,2,202208,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Honda,5,No,,,Gas,2017
9000117296,South Atlantic,South,1,"$150,000 to $174,999",1,1,Building with 2 or more apartments,Urban,1,1,202208,Monday,In an urban area,Automobile/car/stationwagon,No,Toyota,28,No,,,Gas,1994
9000117300,South Atlantic,South,2,"$50,000 to $74,999",3,2,One-family detached,Rural,2,4,202209,Wednesday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Mazda,6,No,,,Gas,2016
9000117300,South Atlantic,South,2,"$50,000 to $74,999",3,2,One-family detached,Rural,2,4,202209,Wednesday,Not in an urban area,Pickup Truck,No,Ford,19,No,,,Gas,2003
9000117300,South Atlantic,South,2,"$50,000 to $74,999",3,2,One-family detached,Rural,2,4,202209,Wednesday,Not in an urban area,Automobile/car/stationwagon,No,Pontiac,17,No,,,Gas,2005
9000117300,South Atlantic,South,2,"$50,000 to $74,999",3,2,One-family detached,Rural,2,4,202209,Wednesday,Not in an urban area,Pickup Truck,No,Ford,20,No,,,Gas,2002
9000117326,East North Central,Midwest,2,"$150,000 to $174,999",2,2,One-family detached,Urban,2,2,202208,Thursday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Honda,10,No,,,Gas,2012
9000117326,East North Central,Midwest,2,"$150,000 to $174,999",2,2,One-family detached,Urban,2,2,202208,Thursday,In an urban area,Automobile/car/stationwagon,No,Mazda,8,No,,,Gas,2014
9000117328,South Atlantic,South,1,"$50,000 to $74,999",1,1,Building with 2 or more apartments,Urban,1,1,202209,Monday,In an urban area,Automobile/car/stationwagon,No,Subaru,15,No,,,Gas,2007
9000117329,South Atlantic,South,1,"$50,000 to $74,999",1,1,"Townhome, Condo",Urban,1,1,202208,Wednesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Subaru,2,No,,,Gas,2020
9000117331,East South Central,South,1,"$100,000 to $124,999",3,1,One-family detached,Urban,1,1,202208,Monday,In an urban area,Van (Minivan/Cargo/Passenger),No,Honda,10,No,,,Gas,2012
9000117338,South Atlantic,South,1,"$150,000 to $174,999",1,1,One-family detached,Urban,1,4,202209,Thursday,In an urban area,Automobile/car/stationwagon,No,Honda,9,No,,,Gas,2013
9000117338,South Atlantic,South,1,"$150,000 to $174,999",1,1,One-family detached,Urban,1,4,202209,Thursday,In an urban area,Automobile/car/stationwagon,No,Jeep,9,No,,,Gas,2013
9000117338,South Atlantic,South,1,"$150,000 to $174,999",1,1,One-family detached,Urban,1,4,202209,Thursday,In an urban area,Automobile/car/stationwagon,No,Volkswagen,3,No,,,Gas,2019
9000117338,South Atlantic,South,1,"$150,000 to $174,999",1,1,One-family detached,Urban,1,4,202209,Thursday,In an urban area,Automobile/car/stationwagon,No,Jeep,25,No,,,Gas,1997
9000117340,South Atlantic,South,1,"$125,000 to $149,999",1,1,"Townhome, Condo",Urban,1,1,202208,Wednesday,In an urban area,Automobile/car/stationwagon,No,Suppressed for confidential reason,20,No,,,Gas,2002
9000117347,Middle Atlantic,Northeast,2,"$15,000 to $24,999",2,0,One-family detached,Urban,2,2,202209,Tuesday,In an urban area,Pickup Truck,No,Toyota,1,No,,,Gas,2021
9000117347,Middle Atlantic,Northeast,2,"$15,000 to $24,999",2,0,One-family detached,Urban,2,2,202209,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Toyota,4,No,,,Gas,2018
9000117348,East North Central,Midwest,2,"$175,000 or more",2,2,One-family detached,Urban,2,2,202208,Friday,In an urban area,Automobile/car/stationwagon,No,Mercedes-Benz,10,No,,,Gas,2012
9000117348,East North Central,Midwest,2,"$175,000 or more",2,2,One-family detached,Urban,2,2,202208,Friday,In an urban area,Pickup Truck,No,Other make,3,No,,,Gas,2019
9000117350,East North Central,Midwest,1,"Less than $10,000",1,0,Building with 2 or more apartments,Urban,1,1,202208,Tuesday,In an urban area,Automobile/car/stationwagon,No,Chevrolet,21,No,,,Gas,2001
9000117375,West South Central,South,1,"$25,000 to $34,999",1,0,One-family detached,Urban,1,1,202208,Wednesday,In an urban area,Automobile/car/stationwagon,No,Nissan/Datsun,6,No,,,Gas,2016
9000117418,East South Central,South,1,"$75,000 to $99,999",1,1,One-family detached,Rural,1,2,202209,Tuesday,Not in an urban area,Automobile/car/stationwagon,No,Ford,8,No,,,Gas,2014
9000117418,East South Central,South,1,"$75,000 to $99,999",1,1,One-family detached,Rural,1,2,202209,Tuesday,Not in an urban area,Pickup Truck,No,GMC,2,No,,,Diesel,2020
9000117419,South Atlantic,South,3,"$75,000 to $99,999",5,3,One-family detached,Urban,3,3,202208,Sunday,In an urban area,Automobile/car/stationwagon,No,Toyota,10,No,,,Gas,2012
9000117419,South Atlantic,South,3,"$75,000 to $99,999",5,3,One-family detached,Urban,3,3,202208,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Dodge,7,No,,,Gas,2015
9000117419,South Atlantic,South,3,"$75,000 to $99,999",5,3,One-family detached,Urban,3,3,202208,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Hyundai,1,No,,,Gas,2022
9000117424,South Atlantic,South,1,"$35,000 to $49,999",1,0,"Townhome, Condo",Urban,1,1,202209,Thursday,In an urban area,Automobile/car/stationwagon,No,Volkswagen,13,No,,,Gas,2009
9000117437,Mountain,West,2,"$75,000 to $99,999",2,0,One-family detached,Urban,2,3,202209,Tuesday,In an urban cluster,Pickup Truck,No,Other make,9,Yes,No,No,Diesel,2013
9000117437,Mountain,West,2,"$75,000 to $99,999",2,0,One-family detached,Urban,2,3,202209,Tuesday,In an urban cluster,Automobile/car/stationwagon,No,Ford,8,No,,,Gas,2014
9000117437,Mountain,West,2,"$75,000 to $99,999",2,0,One-family detached,Urban,2,3,202209,Tuesday,In an urban cluster,Automobile/car/stationwagon,No,Toyota,30,No,,,Gas,1992
9000117440,Middle Atlantic,Northeast,2,"$50,000 to $74,999",2,1,One-family detached,Urban,2,2,202208,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Hyundai,13,No,,,Gas,2009
9000117440,Middle Atlantic,Northeast,2,"$50,000 to $74,999",2,1,One-family detached,Urban,2,2,202208,Tuesday,In an urban area,Pickup Truck,No,Ford,21,No,,,Gas,2001
9000117446,New England,Northeast,2,"$175,000 or more",3,2,One-family detached,Urban,2,2,202210,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Jeep,3,No,,,Gas,2019
9000117446,New England,Northeast,2,"$175,000 or more",3,2,One-family detached,Urban,2,2,202210,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Subaru,3,Yes,No,No,Gas,2019
9000117452,Mountain,West,2,"$50,000 to $74,999",2,0,One-family detached,Rural,2,2,202208,Saturday,Not in an urban area,Automobile/car/stationwagon,Yes,Toyota,7,No,,,"Hybrid, gas/electric, non plug-in",2015
9000117452,Mountain,West,2,"$50,000 to $74,999",2,0,One-family detached,Rural,2,2,202208,Saturday,Not in an urban area,Automobile/car/stationwagon,No,BMV,21,No,,,Gas,2001
9000117476,Pacific,West,2,"$50,000 to $74,999",2,0,One-family detached,Rural,2,2,202208,Wednesday,Not in an urban area,Automobile/car/stationwagon,No,Toyota,16,,,,Gas,2006
9000117476,Pacific,West,2,"$50,000 to $74,999",2,0,One-family detached,Rural,2,2,202208,Wednesday,Not in an urban area,Pickup Truck,No,Dodge,29,Yes,,,Diesel,1993
9000117487,New England,Northeast,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,2,202208,Wednesday,In an urban area,Automobile/car/stationwagon,No,Toyota,11,No,,,Gas,2011
9000117487,New England,Northeast,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,2,202208,Wednesday,In an urban area,Automobile/car/stationwagon,No,Toyota,4,No,,,Gas,2018
9000117496,West South Central,South,2,"$25,000 to $34,999",2,1,Mobile home,Rural,2,2,202209,Sunday,Not in an urban area,Pickup Truck,No,GMC,12,Yes,No,No,Gas,2010
9000117496,West South Central,South,2,"$25,000 to $34,999",2,1,Mobile home,Rural,2,2,202209,Sunday,Not in an urban area,Pickup Truck,No,Chevrolet,11,No,,,Gas,2011
9000117500,East North Central,Midwest,1,"$15,000 to $24,999",1,0,One-family detached,Rural,1,1,202208,Sunday,Not in an urban area,Automobile/car/stationwagon,No,Chevrolet,15,No,,,Gas,2007
9000117504,West South Central,South,2,"$50,000 to $74,999",2,1,One-family detached,Urban,2,2,202208,Wednesday,In an urban area,Automobile/car/stationwagon,No,Toyota,8,No,,,Gas,2014
9000117504,West South Central,South,2,"$50,000 to $74,999",2,1,One-family detached,Urban,2,2,202208,Wednesday,In an urban area,Pickup Truck,No,Toyota,4,No,,,Gas,2018
9000117516,South Atlantic,South,1,"$25,000 to $34,999",1,1,One-family detached,Rural,1,1,202208,Saturday,Not in an urban area,Automobile/car/stationwagon,No,Nissan/Datsun,8,Yes,,,Gas,2014
9000117520,East North Central,Midwest,2,"$25,000 to $34,999",2,0,One-family detached,Rural,2,2,202208,Friday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,11,No,,,Gas,2011
9000117520,East North Central,Midwest,2,"$25,000 to $34,999",2,0,One-family detached,Rural,2,2,202208,Friday,Not in an urban area,Pickup Truck,No,Ford,18,No,,,Gas,2004
9000117526,Middle Atlantic,Northeast,2,"$15,000 to $24,999",2,0,One-family detached,Urban,2,3,202209,Monday,In an urban area,Pickup Truck,No,Chevrolet,27,No,,,Gas,1995
9000117526,Middle Atlantic,Northeast,2,"$15,000 to $24,999",2,0,One-family detached,Urban,2,3,202209,Monday,In an urban area,Recreational vehicle (RV)/Motorhome,No,Other make,9,No,,,Gas,2013
9000117526,Middle Atlantic,Northeast,2,"$15,000 to $24,999",2,0,One-family detached,Urban,2,3,202209,Monday,In an urban area,Automobile/car/stationwagon,No,Toyota,8,No,,,Gas,2014
9000117528,West South Central,South,4,"$175,000 or more",4,3,One-family detached,Urban,4,4,202208,Sunday,In an urban area,Pickup Truck,No,Chevrolet,1,Yes,No,No,Gas,2021
9000117528,West South Central,South,4,"$175,000 or more",4,3,One-family detached,Urban,4,4,202208,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Jeep,3,No,,,Gas,2019
9000117528,West South Central,South,4,"$175,000 or more",4,3,One-family detached,Urban,4,4,202208,Sunday,In an urban area,Pickup Truck,No,Dodge,6,No,,,Gas,2016
9000117528,West South Central,South,4,"$175,000 or more",4,3,One-family detached,Urban,4,4,202208,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Jeep,6,No,,,Gas,2016
9000117535,Middle Atlantic,Northeast,2,"$125,000 to $149,999",3,1,One-family detached,Rural,2,2,202208,Monday,Not in an urban area,Pickup Truck,No,Toyota,6,No,,,Gas,2016
9000117535,Middle Atlantic,Northeast,2,"$125,000 to $149,999",3,1,One-family detached,Rural,2,2,202208,Monday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Toyota,5,No,,,Gas,2017
9000117537,East South Central,South,2,"$50,000 to $74,999",2,0,Mobile home,Rural,2,3,202208,Thursday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,KIA,1,No,,,Gas,2022
9000117537,East South Central,South,2,"$50,000 to $74,999",2,0,Mobile home,Rural,2,3,202208,Thursday,Not in an urban area,Pickup Truck,No,Chevrolet,9,No,,,Gas,2013
9000117537,East South Central,South,2,"$50,000 to $74,999",2,0,Mobile home,Rural,2,3,202208,Thursday,Not in an urban area,Pickup Truck,No,Chevrolet,19,,,,Gas,2003
9000117552,East South Central,South,1,"$10,000 to $14,999",1,0,One-family detached,Rural,1,1,202208,Thursday,Not in an urban area,Automobile/car/stationwagon,No,Toyota,23,No,,,Gas,1999
9000117553,New England,Northeast,1,"$35,000 to $49,999",1,1,"Townhome, Condo",Urban,1,1,202209,Monday,In an urban area,Automobile/car/stationwagon,No,Subaru,8,No,,,Gas,2014
9000117561,West South Central,South,1,"$15,000 to $24,999",1,0,Building with 2 or more apartments,Urban,1,1,202208,Thursday,In an urban cluster,Automobile/car/stationwagon,No,Volvo,11,No,,,Gas,2011
9000117562,New England,Northeast,2,I prefer not to answer,4,1,One-family detached,Urban,2,2,202211,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,BMV,9,No,,,Gas,2013
9000117562,New England,Northeast,2,I prefer not to answer,4,1,One-family detached,Urban,2,2,202211,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Hyundai,7,No,,,Gas,2015
9000117585,New England,Northeast,1,"$25,000 to $34,999",1,0,Building with 2 or more apartments,Urban,1,1,202208,Tuesday,In an urban area,Automobile/car/stationwagon,No,Toyota,6,No,,,Gas,2016
9000117623,West South Central,South,2,"$50,000 to $74,999",5,1,One-family detached,Urban,2,2,202208,Thursday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,4,No,,,Gas,2018
9000117623,West South Central,South,2,"$50,000 to $74,999",5,1,One-family detached,Urban,2,2,202208,Thursday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Nissan/Datsun,4,No,,,Gas,2018
9000117627,South Atlantic,South,2,"$100,000 to $124,999",2,0,One-family detached,Urban,2,3,202209,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Toyota,12,No,,,Gas,2010
9000117627,South Atlantic,South,2,"$100,000 to $124,999",2,0,One-family detached,Urban,2,3,202209,Sunday,In an urban area,Pickup Truck,No,Toyota,8,No,,,Gas,2014
9000117627,South Atlantic,South,2,"$100,000 to $124,999",2,0,One-family detached,Urban,2,3,202209,Sunday,In an urban area,Automobile/car/stationwagon,No,Mercedes-Benz,4,No,,,Gas,2018
9000117641,Middle Atlantic,Northeast,2,"$35,000 to $49,999",2,2,Building with 2 or more apartments,Urban,2,2,202208,Thursday,In an urban area,Automobile/car/stationwagon,No,Infiniti,15,No,,,Gas,2007
9000117641,Middle Atlantic,Northeast,2,"$35,000 to $49,999",2,2,Building with 2 or more apartments,Urban,2,2,202208,Thursday,In an urban area,Automobile/car/stationwagon,No,Volkswagen,15,No,,,Gas,2007
9000117649,New England,Northeast,1,"$50,000 to $74,999",1,0,One-family detached,Urban,1,1,202210,Monday,In an urban area,Automobile/car/stationwagon,No,Volkswagen,2,No,,,Gas,2020
9000117681,East North Central,Midwest,2,"$125,000 to $149,999",2,1,One-family detached,Rural,2,2,202208,Wednesday,Not in an urban area,Pickup Truck,No,Dodge,2,No,,,Gas,2020
9000117681,East North Central,Midwest,2,"$125,000 to $149,999",2,1,One-family detached,Rural,2,2,202208,Wednesday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Jeep,6,No,,,Gas,2016
9000117684,West South Central,South,3,"$100,000 to $124,999",5,2,One-family detached,Rural,2,2,202209,Saturday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,9,Yes,No,No,Gas,2013
