Time,leader_position(m),follower_position(m),leader_speed(m/s),follower_speed(m/s),leader_acc(m/s^2),follower_acc(m/s^2),trajectory_number
18.1,235.67,221.79,9.1013,9.1349,0.4572,0.18288,8
18.2,236.58,222.7,9.147,9.1531,1.463,0.42672,8
18.3,237.5,223.62,9.2934,9.1958,2.1031,0.12192,8
18.4,238.43,224.54,9.5037,9.208,1.4021,-0.1524,8
18.5,239.38,225.46,9.6439,9.1928,0.06096,-0.39624,8
18.6,240.34,226.38,9.65,9.1531,0.09144,-0.18288,8
18.7,241.31,227.29,9.6591,9.1349,1.1887,0.09144,8
18.8,242.27,228.21,9.778,9.144,2.286,0,8
18.9,243.25,229.12,10.007,9.144,2.8346,0,8
19,244.25,230.03,10.29,9.144,2.4384,0,8
19.1,245.28,230.95,10.534,9.144,1.9202,0,8
19.2,246.33,231.86,10.726,9.144,1.8593,0,8
19.3,247.4,232.78,10.912,9.144,1.6459,0.06096,8
19.4,248.5,233.69,11.076,9.1501,1.4021,-0.21336,8
19.5,249.6,234.61,11.217,9.1288,0.94488,-0.33528,8
19.6,250.73,235.52,11.311,9.0952,2.84E-12,0.27432,8
19.7,251.86,236.43,11.311,9.1227,-0.85344,1.8898,8
19.8,252.99,237.34,11.226,9.3116,-1.7374,4.1453,8
19.9,254.11,238.27,11.052,9.7262,-2.1946,3.5662,8
20,255.22,239.25,10.833,10.083,-1.1278,4.2062,8
20.1,256.3,240.25,10.72,10.503,0.64008,1.8898,8
20.2,257.37,241.3,10.784,10.692,2.4079,0.21336,8
20.3,258.45,242.37,11.025,10.714,2.7432,-0.67056,8
20.4,259.55,243.44,11.299,10.647,1.4326,0.03048,8
20.5,260.68,244.51,11.442,10.65,0.1524,1.1887,8
20.6,261.83,245.57,11.457,10.769,-0.54864,2.3165,8
20.7,262.97,246.65,11.403,11,0.1524,2.8956,8
20.8,264.11,247.75,11.418,11.29,1.4935,2.3165,8
20.9,265.25,248.88,11.567,11.521,2.347,1.1582,8
21,266.41,250.03,11.802,11.637,2.0726,-0.03048,8
21.1,267.59,251.2,12.009,11.634,1.2192,-0.33528,8
21.2,268.79,252.36,12.131,11.601,0.48768,0.48768,8
21.3,270,253.52,12.18,11.649,0.18288,1.5545,8
21.4,271.22,254.68,12.198,11.805,-0.03048,2.0422,8
21.5,272.44,255.86,12.195,12.009,-0.03048,1.524,8
21.6,273.66,257.07,12.192,12.162,0,0.57912,8
21.7,274.88,258.28,12.192,12.219,0,-0.06096,8
21.8,276.1,259.5,12.192,12.213,0,-0.21336,8
21.9,277.32,260.73,12.192,12.192,0,0,8
22,278.54,261.94,12.192,12.192,0,0,8
22.1,279.76,263.16,12.192,12.192,0,0,8
22.2,280.98,264.38,12.192,12.192,0,0.09144,8
22.3,282.2,265.6,12.192,12.201,0,-0.18288,8
22.4,283.41,266.82,12.192,12.183,0.06096,-0.48768,8
22.5,284.63,268.04,12.198,12.134,-0.21336,-0.1524,8
22.6,285.85,269.25,12.177,12.119,-0.24384,0.03048,8
22.7,287.07,270.47,12.152,12.122,0.33528,0.1524,8
22.8,288.29,271.68,12.186,12.137,1.2802,0.6096,8
22.9,289.51,272.89,12.314,12.198,2.347,1.1887,8
23,290.74,274.11,12.549,12.317,2.7432,2.286,8
23.1,291.99,275.34,12.823,12.546,2.6213,2.7737,8
23.2,293.27,276.6,13.085,12.823,2.7432,2.6213,8
23.3,294.58,277.88,13.359,13.085,2.347,2.7737,8
23.4,295.92,279.19,13.594,13.362,1.2802,2.286,8
23.5,297.28,280.52,13.722,13.591,0.33528,1.3411,8
23.6,298.65,281.88,13.756,13.725,-0.42672,0.3048,8
23.7,300.03,283.26,13.713,13.756,0.1524,-0.27432,8
23.8,301.4,284.63,13.728,13.728,0.70104,-0.18288,8
23.9,302.77,286,13.798,13.71,0.24384,0.03048,8
24,304.15,287.38,13.823,13.713,-0.24384,0.03048,8
24.1,305.53,288.75,13.798,13.716,-0.67056,0.03048,8
24.2,306.91,290.12,13.731,13.719,-0.3048,-0.03048,8
24.3,308.28,291.49,13.701,13.716,0.1524,0,8
24.4,309.65,292.86,13.716,13.716,0,0,8
24.5,311.03,294.23,13.716,13.716,0,0,8
24.6,312.4,295.61,13.716,13.716,0,0,8
24.7,313.77,296.98,13.716,13.716,0.06096,0,8
24.8,315.14,298.35,13.722,13.716,-0.21336,-0.18288,8
24.9,316.51,299.72,13.701,13.698,-0.33528,0.36576,8
25,317.88,301.09,13.667,13.734,0.36576,0.73152,8
25.1,319.25,302.46,13.704,13.807,1.8288,0.27432,8
25.2,320.62,303.84,13.887,13.835,3.5052,-0.27432,8
25.3,322.01,305.23,14.237,13.807,3.5357,-0.73152,8
25.4,323.43,306.61,14.591,13.734,1.3106,-0.36576,8
25.5,324.89,307.98,14.722,13.698,-0.51816,0.1524,8
25.6,326.36,309.35,14.67,13.713,-1.2192,0.03048,8
25.7,327.83,310.72,14.548,13.716,-1.4326,0,8
25.8,329.29,312.09,14.405,13.716,-1.1582,0,8
25.9,330.73,313.47,14.289,13.716,-0.54864,0,8
26,332.16,314.84,14.234,13.716,1.2497,0,8
26.1,333.58,316.21,14.359,13.716,3.749,0.03048,8
26.2,335.01,317.58,14.734,13.719,3.7795,-0.03048,8
26.3,336.49,318.95,15.112,13.716,1.6764,0,8
26.4,338,320.32,15.28,13.716,-1.7069,-0.03048,8
26.5,339.53,321.7,15.109,13.713,-3.9014,0.03048,8
26.6,341.04,323.07,14.719,13.716,-2.5603,0,8
26.7,342.51,324.44,14.463,13.716,0.48768,0.03048,8
26.8,343.96,325.81,14.512,13.719,2.286,-0.03048,8
26.9,345.41,327.18,14.74,13.716,1.8898,0,8
27,346.88,328.55,14.929,13.716,0.36576,0,8
27.1,348.37,329.93,14.966,13.716,-0.48768,0,8
27.2,349.87,331.3,14.917,13.716,-1.0058,0,8
27.3,351.36,332.67,14.816,13.716,-1.4326,-0.03048,8
27.4,352.84,334.04,14.673,13.713,-1.7983,0.03048,8
27.5,354.31,335.41,14.493,13.716,-1.8898,0.03048,8
27.6,355.76,336.78,14.304,13.719,-2.3165,0.18288,8
27.7,357.19,338.15,14.073,13.737,-2.4689,-0.762,8
27.8,358.6,339.53,13.826,13.661,-1.585,-1.0973,8
27.9,359.98,340.89,13.667,13.551,0.03048,0.51816,8
28,361.35,342.25,13.67,13.603,1.9202,2.7127,8
28.1,362.72,343.61,13.862,13.874,2.5908,4.1148,8
28.2,364.1,345,14.121,14.286,1.0058,2.8346,8
28.3,365.51,346.43,14.222,14.569,-1.0668,0.97536,8
28.4,366.94,347.88,14.115,14.667,-1.6459,-0.03048,8
28.5,368.35,349.35,13.951,14.664,-0.70104,-1.1582,8
28.6,369.74,350.82,13.881,14.548,2.286,-2.4079,8
28.7,371.13,352.27,14.109,14.307,3.5966,-3.0785,8
28.8,372.54,353.7,14.469,13.999,1.2497,-2.347,8
28.9,373.99,355.1,14.594,13.765,-0.9144,-0.9144,8
29,375.45,356.48,14.502,13.673,-2.225,0.09144,8
29.1,376.9,357.85,14.28,13.682,-1.0363,0.3048,8
29.2,378.33,359.21,14.176,13.713,0.48768,0.06096,8
29.3,379.74,360.59,14.225,13.719,0.03048,-0.03048,8
29.4,381.17,361.96,14.228,13.716,-5.68E-12,0.03048,8
29.5,382.59,363.33,14.228,13.719,1.14E-11,-0.06096,8
29.6,384.01,364.7,14.228,13.713,-1.14E-11,0.06096,8
29.7,385.43,366.07,14.228,13.719,5.68E-12,-0.03048,8
29.8,386.86,367.44,14.228,13.716,-5.68E-12,0,8
29.9,388.28,368.82,14.228,13.716,1.14E-11,-0.57912,8
30,389.7,370.19,14.228,13.658,0.67056,1.1278,8
30.1,391.13,371.55,14.295,13.771,-1.3411,2.347,8
30.2,392.55,372.93,14.161,14.006,-2.7432,0.94488,8
30.3,393.97,374.33,13.887,14.1,-0.88392,-0.94488,8
30.4,395.36,375.74,13.798,14.006,1.0668,-2.347,8
30.5,396.74,377.14,13.905,13.771,2.2555,-1.1278,8
30.6,398.13,378.52,14.131,13.658,-0.06096,0.54864,8
30.7,399.54,379.88,14.124,13.713,-2.4689,0.03048,8
30.8,400.96,381.26,13.878,13.716,-1.3411,-0.03048,8
30.9,402.34,382.63,13.743,13.713,-0.54864,0.03048,8
31,403.72,384,13.689,13.716,0.06096,-0.03048,8
31.1,405.09,385.37,13.695,13.713,0.18288,-1.14E-11,8
31.2,406.46,386.74,13.713,13.713,0.03048,0.03048,8
31.3,407.83,388.11,13.716,13.716,0.06096,0,8
31.4,409.2,389.48,13.722,13.716,-0.06096,-0.03048,8
31.5,410.57,390.86,13.716,13.713,-0.18288,0.67056,8
31.6,411.94,392.23,13.698,13.78,-0.33528,-1.3106,8
31.7,413.31,393.6,13.664,13.649,-0.42672,-2.8042,8
31.8,414.68,394.97,13.622,13.369,0.64008,-1.0668,8
31.9,416.04,396.31,13.686,13.262,1.3411,1.0668,8
32,417.41,397.63,13.82,13.369,0.6096,2.8346,8
32.1,418.79,398.97,13.881,13.652,-0.33528,1.3106,8
32.2,420.18,400.33,13.847,13.783,-1.0668,-0.67056,8
32.3,421.56,401.71,13.74,13.716,-0.48768,0,8
32.4,422.94,403.08,13.692,13.716,0.24384,0,8
32.5,424.31,404.46,13.716,13.716,0.06096,0,8
32.6,425.68,405.83,13.722,13.716,-0.21336,0,8
32.7,427.05,407.2,13.701,13.716,-0.24384,0,8
32.8,428.42,408.57,13.676,13.716,0.73152,0,8
32.9,429.79,409.94,13.75,13.716,1.3411,0,8
33,431.16,411.31,13.884,13.716,0.79248,0,8
33.1,432.55,412.69,13.963,13.716,-1.4326,-0.24384,8
33.2,433.95,414.06,13.82,13.692,-2.6822,0.4572,8
33.3,435.33,415.43,13.551,13.737,-0.4572,0.94488,8
33.4,436.69,416.8,13.506,13.832,4.511,0.39624,8
33.5,438.04,418.18,13.957,13.871,4.6634,-0.39624,8
33.6,439.43,419.57,14.423,13.832,4.572,-0.94488,8
33.7,440.87,420.95,14.88,13.737,5.3035,-0.42672,8
33.8,442.36,422.33,15.411,13.695,3.2918,0.21336,8
33.9,443.9,423.7,15.74,13.716,-2.3165,-0.06096,8
34,445.48,425.07,15.508,13.71,-4.7549,0.18288,8
34.1,447.03,426.44,15.033,13.728,-4.2367,0.33528,8
34.2,448.53,427.81,14.609,13.762,-4.4196,-0.42672,8
34.3,449.99,429.19,14.167,13.719,-4.0234,-1.6764,8
34.4,451.41,430.56,13.765,13.551,-4.4806,-2.3165,8
34.5,452.79,431.92,13.317,13.32,0.36576,-1.1887,8
34.6,454.12,433.25,13.353,13.201,1.9812,0.79248,8
34.7,455.45,434.57,13.551,13.28,1.3716,2.347,8
34.8,456.81,435.9,13.689,13.515,0.24384,2.8956,8
34.9,458.18,437.25,13.713,13.804,-0.03048,3.3223,8
35,459.55,438.63,13.71,14.137,-1.14E-11,3.7186,8
35.1,460.92,440.04,13.71,14.508,1.14E-11,3.5662,8
35.2,462.29,441.49,13.71,14.865,-0.06096,0.73152,8
35.3,463.66,442.98,13.704,14.938,0.18288,-2.1946,8
35.4,465.03,444.47,13.722,14.719,0.36576,-2.5298,8
35.5,466.4,445.94,13.759,14.466,-0.33528,-2.6213,8
35.6,467.78,447.39,13.725,14.204,-1.463,-3.4747,8
35.7,469.15,448.81,13.579,13.856,-5.273,-3.4138,8
35.8,470.51,450.2,13.052,13.515,-3.5966,-4.5415,8
35.9,471.81,451.55,12.692,13.061,-4.6634,-1.2497,8
36,473.08,452.85,12.226,12.936,0.27432,0.42672,8
36.1,474.31,454.15,12.253,12.978,2.7737,0.6096,8
36.2,475.53,455.45,12.53,13.039,1.4935,0.1524,8
36.3,476.78,456.75,12.68,13.055,-0.6096,-0.06096,8
36.4,478.05,458.06,12.619,13.048,-0.06096,-0.06096,8
36.5,479.31,459.36,12.613,13.042,-1.14E-11,-0.03048,8
36.6,480.58,460.66,12.613,13.039,-0.09144,-0.09144,8
36.7,481.84,461.97,12.603,13.03,-1.71E-11,0.09144,8
36.8,483.1,463.27,12.603,13.039,0.24384,0.48768,8
36.9,484.36,464.58,12.628,13.088,0.48768,0.85344,8
37,485.62,465.88,12.677,13.173,0.64008,1.0973,8
37.1,486.89,467.2,12.741,13.283,0.51816,1.585,8
37.2,488.16,468.53,12.792,13.442,0.18288,-0.94488,8
37.3,489.44,469.87,12.811,13.347,-0.03048,-2.8956,8
37.4,490.72,471.21,12.808,13.058,-0.06096,-1.2802,8
37.5,492,472.51,12.802,12.93,-1.14E-11,1.0668,8
37.6,493.28,473.81,12.802,13.036,0.51816,3.048,8
37.7,494.56,475.11,12.853,13.341,-0.85344,1.3106,8
37.8,495.85,476.45,12.768,13.472,-2.0422,-0.6096,8
37.9,497.13,477.79,12.564,13.411,-1.1278,0.51816,8
38,498.38,479.13,12.451,13.463,0.33528,0.9144,8
38.1,499.63,480.48,12.485,13.554,1.6459,0.9144,8
38.2,500.88,481.84,12.649,13.646,0.1524,0.64008,8
38.3,502.14,483.2,12.664,13.71,-1.585,0.1524,8
38.4,503.41,484.57,12.506,13.725,-1.1278,-0.03048,8
38.5,504.66,485.94,12.393,13.722,-0.3048,-0.06096,8
38.6,505.9,487.32,12.363,13.716,1.0058,-0.09144,8
38.7,507.13,488.69,12.463,13.707,1.6459,0.24384,8
38.8,508.38,490.06,12.628,13.731,2.1946,0.24384,8
38.9,509.64,491.43,12.847,13.756,2.347,-0.36576,8
39,510.93,492.81,13.082,13.719,1.1582,-0.85344,8
39.1,512.24,494.18,13.198,13.634,1.585,-3.5662,8
39.2,513.56,495.54,13.356,13.277,-2.0117,-4.511,8
39.3,514.89,496.87,13.155,12.826,5.6083,-1.463,8
39.4,516.21,498.15,13.716,12.68,-15.24,1.3411,8
0.1,22.703,0,13.868,13.716,-0.06096,0,9
0.2,24.09,1.3716,13.862,13.716,-0.21336,-7.11E-14,9
0.3,25.476,2.7432,13.841,13.716,-0.24384,1.42E-13,9
0.4,26.861,4.1148,13.817,13.716,-0.21336,-0.03048,9
0.5,28.242,5.4864,13.795,13.713,-0.03048,0.03048,9
0.6,29.622,6.8577,13.792,13.716,0,-8.88E-14,9
0.7,31.001,8.2293,13.792,13.716,0.03048,1.78E-13,9
0.8,32.38,9.6009,13.795,13.716,-0.03048,0,9
0.9,33.76,10.972,13.792,13.716,0.03048,-1.78E-13,9
1,35.139,12.344,13.795,13.716,0.42672,0.48768,9
1.1,36.518,13.716,13.838,13.765,-0.85344,-0.94488,9
1.2,37.902,15.092,13.753,13.67,-1.9507,-2.0117,9
1.3,39.277,16.459,13.558,13.469,-0.70104,-0.73152,9
1.4,40.633,17.806,13.487,13.396,0.67056,0.73152,9
1.5,41.982,19.146,13.554,13.469,1.9507,1.9812,9
1.6,43.337,20.493,13.75,13.667,0.9144,0.97536,9
1.7,44.712,21.859,13.841,13.765,-0.4572,-0.48768,9
1.8,46.096,23.236,13.795,13.716,-0.03048,0.03048,9
1.9,47.476,24.607,13.792,13.719,-0.18288,0.06096,9
2,48.855,25.979,13.774,13.725,7.11E-13,-0.27432,9
2.1,50.233,27.352,13.774,13.698,0.48768,-0.48768,9
2.2,51.61,28.722,13.823,13.649,1.2802,-0.64008,9
2.3,52.992,30.087,13.951,13.585,1.6764,-0.57912,9
2.4,54.387,31.445,14.118,13.527,2.5603,-0.42672,9
2.5,55.799,32.798,14.374,13.484,-2.0422,-0.6096,9
2.6,57.237,34.146,14.17,13.423,-5.3645,0.03048,9
2.7,58.654,35.488,13.634,13.426,-2.2555,0.18288,9
2.8,60.017,36.831,13.408,13.445,2.1336,-0.79248,9
2.9,61.358,38.176,13.622,13.365,5.0597,-0.762,9
3,62.72,39.512,14.127,13.289,3.2004,0.12192,9
3.1,64.133,40.841,14.448,13.301,-1.3411,1.3411,9
3.2,65.577,42.171,14.313,13.436,-1.4935,1.4935,9
3.3,67.009,43.515,14.164,13.585,-3.5966,0.18288,9
3.4,68.425,44.873,13.804,13.603,-3.9624,-0.21336,9
3.5,69.806,46.234,13.408,13.582,-3.5357,-0.03048,9
3.6,71.146,47.592,13.055,13.579,-1.2192,-7.11E-13,9
3.7,72.452,48.95,12.933,13.579,-0.27432,0,9
3.8,73.745,50.308,12.905,13.579,-0.73152,7.11E-13,9
3.9,75.036,51.665,12.832,13.579,-1.7069,0.03048,9
4,76.319,53.023,12.661,13.582,-1.0058,-0.03048,9
4.1,77.585,54.382,12.561,13.579,0.97536,0.79248,9
4.2,78.841,55.739,12.658,13.658,1.7678,-1.1887,9
4.3,80.107,57.105,12.835,13.539,1.2497,-4.0234,9
4.4,81.39,58.459,12.96,13.137,0.21336,-2.8346,9
4.5,82.686,59.773,12.981,12.853,-0.27432,1.0058,9
4.6,83.985,61.058,12.954,12.954,-0.12192,4.2672,9
4.7,85.28,62.354,12.942,13.381,0.03048,2.225,9
4.8,86.574,63.692,12.945,13.603,-0.03048,-3.9319,9
4.9,87.869,65.052,12.942,13.21,0.18288,-4.1148,9
5,89.163,66.373,12.96,12.799,0.51816,-5.2426,9
5.1,90.459,67.653,13.012,12.274,-0.42672,-0.39624,9
5.2,91.76,68.88,12.969,12.235,-3.1394,5.0597,9
5.3,93.057,70.104,12.655,12.741,-5.9741,3.5662,9
5.4,94.322,71.378,12.058,13.097,-4.511,5.3645,9
5.5,95.528,72.687,11.607,13.634,-5.9131,0.79248,9
5.6,96.689,74.051,11.015,13.713,-2.5603,-1.1278,9
5.7,97.791,75.422,10.759,13.6,2.8346,-0.762,9
5.8,98.866,76.782,11.043,13.524,2.0117,0.39624,9
5.9,99.971,78.135,11.244,13.564,-0.57912,-0.1524,9
6,101.1,79.491,11.186,13.548,-0.06096,-3.1699,9
6.1,102.21,80.846,11.18,13.231,0,-4.2672,9
6.2,103.33,82.169,11.18,12.805,0.03048,-3.9014,9
6.3,104.45,83.449,11.183,12.415,-0.03048,-4.0234,9
6.4,105.57,84.691,11.18,12.012,0.03048,-3.8405,9
6.5,106.69,85.892,11.183,11.628,-0.03048,-4.1758,9
6.6,107.8,87.055,11.18,11.211,0,-1.6764,9
6.7,108.92,88.176,11.18,11.043,0,0.97536,9
6.8,110.04,89.28,11.18,11.14,0.03048,2.286,9
6.9,111.16,90.394,11.183,11.369,-0.06096,1.524,9
7,112.28,91.531,11.177,11.521,0.21336,0.94488,9
7.1,113.39,92.683,11.198,11.616,0.33528,-1.7374,9
7.2,114.51,93.845,11.232,11.442,-0.4572,-3.2004,9
7.3,115.64,94.989,11.186,11.122,-1.9202,-1.1278,9
7.4,116.76,96.101,10.994,11.009,-3.5662,1.1582,9
7.5,117.86,97.202,10.638,11.125,-3.9624,3.0785,9
7.6,118.92,98.315,10.241,11.433,-2.1946,1.4326,9
7.7,119.94,99.458,10.022,11.576,0.39624,-0.70104,9
7.8,120.95,100.62,10.061,11.506,2.1336,-0.03048,9
7.9,121.95,101.77,10.275,11.503,1.0668,0.03048,9
8,122.98,102.92,10.381,11.506,-0.97536,-0.03048,9
8.1,124.02,104.07,10.284,11.503,-0.88392,-0.06096,9
8.2,125.05,105.22,10.196,11.497,1.2497,0.12192,9
8.3,126.07,106.37,10.321,11.509,1.9507,0.33528,9
8.4,127.1,107.52,10.516,11.543,-0.09144,-0.09144,9
8.5,128.15,108.67,10.506,11.534,-3.1394,-1.2192,9
8.6,129.2,109.83,10.193,11.412,-4.0234,-2.6518,9
8.7,130.22,110.97,9.7902,11.147,-1.7069,-3.5052,9
8.8,131.2,112.08,9.6195,10.796,1.4326,-2.6518,9
8.9,132.16,113.16,9.7627,10.531,2.7432,-1.2192,9
9,133.14,114.21,10.037,10.409,1.3106,-0.09144,9
9.1,134.14,115.26,10.168,10.4,-1.1582,0.33528,9
9.2,135.16,116.3,10.052,10.433,-2.2555,0.09144,9
9.3,136.16,117.34,9.8268,10.442,-0.88392,-0.03048,9
9.4,137.14,118.38,9.7384,10.439,-1.8288,-0.03048,9
9.5,138.12,119.43,9.5555,10.436,-4.2367,0.03048,9
9.6,139.07,120.47,9.1318,10.439,-3.9014,4.26E-12,9
9.7,139.99,121.51,8.7417,10.439,-2.5298,-0.03048,9
9.8,140.86,122.56,8.4887,10.436,0.4572,0.03048,9
9.9,141.71,123.6,8.5344,10.439,0.97536,2.84E-12,9
10,142.56,124.65,8.6319,10.439,-0.21336,-0.03048,9
10.1,143.43,125.69,8.6106,10.436,0.09144,0.06096,9
10.2,144.29,126.73,8.6197,10.442,-2.84E-12,-0.12192,9
10.3,145.15,127.78,8.6197,10.43,5.68E-12,-0.1524,9
10.4,146.01,128.82,8.6197,10.415,-0.03048,0.21336,9
10.5,146.87,129.86,8.6167,10.436,0.03048,0.9144,9
10.6,147.74,130.91,8.6197,10.528,-0.03048,1.6154,9
10.7,148.6,131.96,8.6167,10.689,0.03048,1.9507,9
10.8,149.46,133.03,8.6197,10.884,-2.84E-12,1.6154,9
10.9,150.32,134.12,8.6197,11.046,2.84E-12,0.94488,9
11,151.18,135.22,8.6197,11.14,-0.03048,0.70104,9
11.1,152.04,136.33,8.6167,11.211,-0.03048,-1.2192,9
11.2,152.91,137.46,8.6136,11.089,0.39624,-1.585,9
11.3,153.77,138.56,8.6533,10.93,0.4572,-0.36576,9
11.4,154.63,139.66,8.699,10.894,-2.2555,-2.4079,9
11.5,155.5,140.75,8.4734,10.653,-5.8826,-6.1874,9
11.6,156.35,141.81,7.8852,10.034,-5.4864,-5.8522,9
11.7,157.14,142.82,7.3365,9.4488,-6.3398,-6.797,9
11.8,157.87,143.76,6.7026,8.7691,-5.5169,-5.6388,9
11.9,158.54,144.64,6.1509,8.2052,-5.8826,-6.6751,9
12,159.16,145.46,5.5626,7.5377,-2.286,-0.33528,9
12.1,159.71,146.21,5.334,7.5042,0.57912,1.1278,9
12.2,160.25,146.96,5.3919,7.617,0.6096,0.18288,9
12.3,160.79,147.72,5.4529,7.6352,-0.21336,-0.3048,9
12.4,161.33,148.49,5.4315,7.6048,-1.0668,0.21336,9
12.5,161.88,149.25,5.3249,7.6261,-1.524,0.42672,9
12.6,162.41,150.01,5.1725,7.6688,-0.82296,-0.3048,9
12.7,162.93,150.78,5.0902,7.6383,0.82296,-1.8288,9
12.8,163.43,151.54,5.1725,7.4554,1.524,-4.2367,9
12.9,163.95,152.29,5.3249,7.0317,1.0668,-3.5662,9
13,164.48,152.99,5.4315,6.6751,0.1524,-4.2062,9
13.1,165.03,153.66,5.4468,6.2545,-0.24384,-1.8898,9
13.2,165.57,154.28,5.4224,6.0655,-0.06096,-0.24384,9
13.3,166.11,154.89,5.4163,6.0411,0.03048,0.36576,9
13.4,166.66,155.49,5.4193,6.0777,-0.03048,0.21336,9
13.5,167.2,156.1,5.4163,6.099,0.03048,0.09144,9
13.6,167.74,156.71,5.4193,6.1082,0,-2.84E-12,9
13.7,168.28,157.32,5.4193,6.1082,-0.03048,-0.36576,9
13.8,168.82,157.93,5.4163,6.0716,0.03048,-1.0973,9
13.9,169.36,158.54,5.4193,5.9619,-0.03048,-1.4326,9
14,169.91,159.14,5.4163,5.8186,0.03048,-1.0058,9
14.1,170.45,159.72,5.4193,5.718,0.03048,-0.1524,9
14.2,170.99,160.29,5.4224,5.7028,-0.12192,-0.1524,9
14.3,171.53,160.86,5.4102,5.6876,-0.27432,-0.88392,9
14.4,172.07,161.43,5.3828,5.5992,0.39624,-1.5545,9
14.5,172.61,161.99,5.4224,5.4437,1.3106,-0.762,9
14.6,173.15,162.53,5.5535,5.3675,1.3411,0.762,9
14.7,173.71,163.07,5.6876,5.4437,-0.33528,1.4021,9
14.8,174.28,163.61,5.654,5.5839,-2.5298,1.0058,9
14.9,174.84,164.17,5.4011,5.6845,-2.987,0.57912,9
15,175.38,164.74,5.1024,5.7424,-1.6459,1.0058,9
15.1,175.89,165.32,4.9378,5.843,-0.21336,1.6154,9
15.2,176.39,165.9,4.9164,6.0046,0.39624,0.70104,9
15.3,176.88,166.5,4.956,6.0747,0.12192,-0.9144,9
15.4,177.37,167.11,4.9682,5.9832,2.84E-12,-2.5908,9
15.5,177.87,167.71,4.9682,5.7241,-0.03048,-2.4689,9
15.6,178.37,168.28,4.9652,5.4773,-2.84E-12,-1.1278,9
15.7,178.86,168.83,4.9652,5.3645,-2.84E-12,-0.64008,9
15.8,179.36,169.36,4.9652,5.3005,5.68E-12,-1.0973,9
15.9,179.86,169.89,4.9652,5.1907,-2.84E-12,-2.3165,9
16,180.35,170.41,4.9652,4.9591,0.3048,-2.5908,9
16.1,180.85,170.91,4.9957,4.7,-0.57912,-1.3716,9
16.2,181.35,171.38,4.9378,4.5629,-1.3106,-0.36576,9
16.3,181.84,171.83,4.8067,4.5263,-0.4572,0.42672,9
16.4,182.32,172.29,4.761,4.569,0.4572,0.51816,9
16.5,182.8,172.74,4.8067,4.6208,1.2802,-0.4572,9
16.6,183.28,173.21,4.9347,4.575,0.6096,-1.6764,9
16.7,183.78,173.66,4.9957,4.4074,-0.27432,-2.347,9
16.8,184.27,174.1,4.9682,4.1727,-0.03048,-1.1278,9
16.9,184.77,174.52,4.9652,4.0599,2.84E-12,1.1278,9
17,185.27,174.93,4.9652,4.1727,2.84E-12,2.347,9
17.1,185.76,175.34,4.9652,4.4074,-2.84E-12,1.7069,9
17.2,186.26,175.78,4.9652,4.5781,2.84E-12,0.36576,9
17.3,186.76,176.24,4.9652,4.6147,-2.84E-12,-0.27432,9
17.4,187.25,176.7,4.9652,4.5872,0.03048,-0.21336,9
17.5,187.75,177.16,4.9682,4.5659,-0.09144,0.03048,9
17.6,188.25,177.62,4.9591,4.569,-0.06096,0.03048,9
17.7,188.74,178.08,4.953,4.572,0.21336,0,9
17.8,189.24,178.53,4.9743,4.572,0.73152,0,9
17.9,189.74,178.99,5.0475,4.572,1.0668,-0.03048,9
18,190.24,179.45,5.1542,4.569,0.88392,0.06096,9
18.1,190.76,179.9,5.2426,4.575,0.27432,-0.06096,9
18.2,191.28,180.36,5.27,4.569,0,0.03048,9
18.3,191.81,180.82,5.27,4.572,-0.09144,0.3048,9
18.4,192.33,181.28,5.2608,4.6025,-0.03048,-0.6096,9
18.5,192.86,181.74,5.2578,4.5415,-2.84E-12,-1.3411,9
18.6,193.39,182.19,5.2578,4.4074,5.68E-12,-0.4572,9
18.7,193.91,182.63,5.2578,4.3617,0.03048,0.4572,9
18.8,194.44,183.07,5.2608,4.4074,-0.03048,1.3411,9
18.9,194.96,183.51,5.2578,4.5415,-2.84E-12,0.64008,9
19,195.49,183.96,5.2578,4.6055,0.09144,-0.36576,9
19.1,196.02,184.42,5.2669,4.569,0.06096,-0.03048,9
19.2,196.54,184.88,5.273,4.5659,-0.3048,0.21336,9
19.3,197.07,185.34,5.2426,4.5872,-0.762,0.27432,9
19.4,197.59,185.8,5.1664,4.6147,-0.97536,-0.36576,9
19.5,198.11,186.26,5.0688,4.5781,-0.73152,-1.7069,9
19.6,198.62,186.71,4.9957,4.4074,-0.3048,-2.3165,9
19.7,199.12,187.16,4.9652,4.1758,0.03048,-0.79248,9
19.8,199.61,187.57,4.9682,4.0965,0.09144,0.9144,9
19.9,200.11,187.98,4.9774,4.188,0.03048,0.64008,9
20,200.61,188.4,4.9804,4.252,-0.03048,-0.64008,9
20.1,201.11,188.83,4.9774,4.188,0.03048,-0.94488,9
20.2,201.6,189.25,4.9804,4.0935,0,0.85344,9
20.3,202.1,189.65,4.9804,4.1788,-2.84E-12,2.2555,9
20.4,202.6,190.07,4.9804,4.4044,-0.03048,1.7374,9
20.5,203.1,190.51,4.9774,4.5781,0,0.36576,9
20.6,203.6,190.97,4.9774,4.6147,0.03048,-0.36576,9
20.7,204.09,191.43,4.9804,4.5781,-0.03048,0.03048,9
20.8,204.59,191.89,4.9774,4.5811,-2.84E-12,0.36576,9
20.9,205.09,192.35,4.9774,4.6177,0.03048,-0.42672,9
